checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,has_telephone,foreign_worker,job,gender
-16.0,48,repaid,domestic appliances,3051,29.0,2 years,3,single,none,16 years,other,54,none,own,1,1,1,0,yes,skilled employee,male
-9.0,48,repaid,car (new),3931,39.0,4 years,4,single,none,5 years,unknown/none,46,none,for free,1,1,2,0,yes,skilled employee,male
192.0,36,delayed,car (new),7432,89.0,2 years,2,single,none,6 months,building society savings,54,none,rent,1,0,1,0,yes,skilled employee,female
97.24587458745874,6,repaid,domestic appliances,1338,851.0,1 years,1,divorced,none,15 years,real estate,62,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,6,critical,radio/tv,1554,45.0,6 years,1,single,none,3 months,other,24,none,rent,2,0,1,1,yes,skilled employee,female
-44.0,36,repaid,others,15857,87.0,1 years,2,divorced,co-applicant,3 years,other,43,none,own,1,0,1,0,yes,mangement self-employed,male
-8.0,18,repaid,radio/tv,1345,25.0,1 years,4,married,none,2 years,real estate,26,bank,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,12,repaid,car (new),1101,65.0,1 years,3,married,none,2 months,real estate,27,none,own,2,0,1,1,yes,skilled employee,male
999.0,12,repaid,radio/tv,3016,64.0,3 years,3,married,none,2 years,other,24,none,own,1,0,1,0,yes,skilled employee,male
-27.0,36,repaid,furniture,2712,26.0,11 years,2,single,none,10 months,building society savings,41,bank,own,1,1,2,0,yes,skilled employee,male
-19.0,8,critical,car (new),731,51.0,9 years,4,single,none,14 years,real estate,47,none,own,2,0,1,0,yes,unskilled resident,male
97.24587458745874,18,critical,furniture,3780,37.0,4 months,3,divorced,none,8 months,other,35,none,own,2,0,1,1,yes,mangement self-employed,male
-36.0,21,critical,car (new),1602,0.0,12 years,4,married,none,1 years,other,30,none,own,2,0,1,1,yes,skilled employee,male
-32.0,18,critical,car (new),3966,5.0,9 years,1,single,none,23 years,real estate,33,bank,rent,3,1,1,1,yes,skilled employee,female
97.24587458745874,18,fully repaid,business,4165,75.0,1 years,2,single,none,6 months,other,36,stores,own,2,1,2,0,yes,skilled employee,male
-30.0,36,repaid,car (used),8335,781.5703794369645,8 years,3,single,none,12 years,unknown/none,47,none,for free,1,1,1,0,yes,skilled employee,male
10.0,48,delayed,business,6681,781.5703794369645,1 years,4,single,none,17 years,unknown/none,38,none,for free,1,0,2,1,yes,skilled employee,male
97.24587458745874,24,delayed,business,2375,980.0,1 years,4,single,none,6 months,other,44,none,own,2,0,2,1,yes,skilled employee,male
-17.0,18,repaid,car (new),1216,47.0,11 months,4,single,none,1 years,other,23,none,rent,1,1,1,1,yes,skilled employee,female
-43.0,45,fully repaid,business,11816,67.0,12 years,2,single,none,23 years,other,29,none,rent,2,1,1,0,yes,skilled employee,male
16.0,24,repaid,radio/tv,5084,781.5703794369645,19 years,2,single,none,9 years,other,42,none,own,1,0,1,1,yes,skilled employee,female
630.0,15,repaid,radio/tv,2327,38.0,2 months,2,single,none,4 years,real estate,25,none,own,1,1,1,0,yes,unskilled resident,female
-39.0,12,fully repaid,car (new),1082,0.0,3 years,4,single,none,11 years,other,48,bank,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,12,repaid,radio/tv,886,781.5703794369645,2 years,4,single,none,3 months,other,21,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,4,repaid,furniture,601,84.0,8 months,1,single,none,2 years,real estate,23,none,rent,1,0,2,0,yes,unskilled resident,female
-39.0,24,critical,car (used),2957,11.0,18 years,4,single,none,6 years,building society savings,63,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,24,critical,radio/tv,2611,12.0,8 years,4,married,co-applicant,1 years,real estate,46,none,own,2,0,1,0,yes,skilled employee,male
-47.0,36,repaid,furniture,5179,73.0,5 years,4,single,none,3 months,building society savings,29,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,21,delayed,car (used),2993,18.0,2 years,3,single,none,4 months,real estate,28,stores,own,2,0,1,0,yes,unskilled resident,male
97.24587458745874,18,repaid,repairs,1943,85.0,3 months,4,single,none,7 years,real estate,23,none,own,1,1,1,0,yes,skilled employee,female
97.24587458745874,24,fully repaid this bank,business,1559,80.0,5 years,4,single,none,11 years,other,50,bank,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,18,repaid,furniture,3422,80.0,15 years,4,single,none,20 years,building society savings,47,bank,own,3,0,2,1,yes,skilled employee,male
127.0,21,repaid,furniture,3976,781.5703794369645,6 years,2,single,none,2 years,other,35,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,18,repaid,car (new),6761,781.5703794369645,2 years,2,single,none,15 years,other,68,none,rent,2,1,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),1249,47.0,2 months,4,married,none,11 months,real estate,28,none,own,1,0,1,0,yes,skilled employee,male
-49.0,9,repaid,radio/tv,1364,13.0,6 years,3,single,none,19 years,real estate,59,none,own,1,0,1,0,yes,skilled employee,male
-7.0,12,repaid,radio/tv,709,3.0,10 years,4,single,none,13 years,real estate,57,stores,own,1,1,1,0,yes,unskilled resident,male
-18.0,20,critical,car (new),2235,4.0,3 years,4,married,guarantor,7 months,building society savings,33,bank,rent,2,1,1,0,no,skilled employee,male
97.24587458745874,24,critical,car (used),4042,781.5703794369645,7 years,3,single,none,6 years,building society savings,43,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,15,critical,radio/tv,1471,67.0,2 years,4,single,none,17 years,unknown/none,35,none,for free,2,0,1,1,yes,skilled employee,male
-45.0,18,fully repaid this bank,car (new),1442,83.0,4 years,4,single,none,6 years,unknown/none,32,none,for free,2,1,2,0,yes,unskilled resident,male
97.24587458745874,36,delayed,car (new),10875,21.0,12 years,2,single,none,11 months,other,45,none,own,2,0,2,1,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),1474,233.0,8 months,4,married,none,3 years,real estate,33,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,10,repaid,retraining,894,781.5703794369645,6 years,4,single,none,3 years,building society savings,40,none,own,1,0,1,1,yes,skilled employee,female
97.24587458745874,15,critical,furniture,3343,3.0,3 years,4,single,none,5 months,unknown/none,28,none,for free,1,0,1,1,yes,skilled employee,male
-46.0,15,repaid,car (new),3959,36.0,1 years,3,single,none,0 months,building society savings,29,none,own,1,1,1,1,yes,skilled employee,female
97.24587458745874,9,repaid,car (new),3577,303.0,3 years,1,single,guarantor,2 months,real estate,26,none,rent,1,0,2,0,no,skilled employee,male
97.24587458745874,24,critical,car (used),5804,19972.0,1 years,4,single,none,10 months,real estate,27,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,18,delayed,business,2169,76.0,3 years,4,married,none,6 months,other,28,none,own,1,1,1,1,yes,skilled employee,male
-46.0,24,repaid,radio/tv,2439,78.0,6 months,4,single,none,19 years,real estate,35,none,own,1,1,1,1,yes,skilled employee,female
97.24587458745874,27,critical,furniture,4526,11007.0,4 months,4,single,none,9 months,real estate,32,stores,own,2,0,2,1,yes,unskilled resident,male
97.24587458745874,10,repaid,furniture,2210,2.0,3 years,2,single,none,2 months,real estate,25,bank,rent,1,1,1,0,yes,unskilled resident,male
97.24587458745874,15,repaid,furniture,2221,513.0,2 years,2,single,none,18 years,other,20,none,rent,1,0,1,0,yes,skilled employee,female
-10.0,18,repaid,radio/tv,2389,61.0,3 months,4,single,none,2 years,other,27,stores,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,12,critical,furniture,3331,78.0,9 years,2,single,none,11 years,building society savings,42,stores,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,36,repaid,business,7409,781.5703794369645,11 years,3,single,none,8 months,building society savings,37,none,own,2,0,1,0,yes,skilled employee,male
-41.0,12,repaid,furniture,652,73.0,13 years,4,single,none,13 years,building society savings,24,none,rent,1,0,1,0,yes,skilled employee,female
97.24587458745874,36,delayed,furniture,7678,620.0,6 years,2,single,none,8 years,other,40,none,own,2,0,1,1,yes,skilled employee,female
309.0,6,critical,car (new),1343,93.0,18 years,1,single,none,9 years,real estate,46,none,own,2,0,2,0,no,skilled employee,male
-44.0,24,critical,business,1382,287.0,5 years,4,single,none,2 years,real estate,26,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,15,repaid,domestic appliances,874,781.5703794369645,3 months,4,single,none,2 years,real estate,24,none,own,1,0,1,0,yes,skilled employee,female
-40.0,12,repaid,furniture,3590,98.0,3 years,2,single,co-applicant,1 months,building society savings,29,none,own,1,0,2,0,yes,unskilled resident,male
18.0,11,critical,car (new),1322,18185.0,2 years,4,single,none,5 years,other,40,none,own,2,0,1,0,yes,skilled employee,female
-37.0,18,fully repaid this bank,radio/tv,1940,1.0,6 months,3,single,co-applicant,22 years,unknown/none,36,bank,for free,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,36,repaid,radio/tv,3595,61.0,9 years,4,single,none,3 months,other,28,none,own,1,0,1,0,yes,skilled employee,male
-43.0,9,repaid,car (new),1422,31.0,7 months,3,single,none,11 months,unknown/none,27,none,for free,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,30,critical,radio/tv,6742,781.5703794369645,4 years,2,single,none,3 years,building society savings,36,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (used),7814,56.0,7 years,3,single,none,2 years,other,38,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,24,repaid,car (used),9277,781.5703794369645,3 years,2,divorced,none,17 years,unknown/none,48,none,for free,1,0,1,1,yes,skilled employee,male
103.0,30,critical,car (new),2181,781.5703794369645,7 years,4,single,none,17 years,real estate,36,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,18,critical,radio/tv,1098,46.0,1 years,4,single,none,13 years,other,65,none,own,2,0,1,0,yes,unemployed non-resident,female
42.0,24,repaid,furniture,4057,86.0,5 years,3,divorced,none,3 years,other,43,none,own,1,1,1,1,yes,skilled employee,male
-48.0,12,repaid,education,795,53.0,2 months,4,single,none,7 years,building society savings,53,none,own,1,1,1,0,yes,skilled employee,female
27.0,24,critical,business,2825,781.5703794369645,7 years,4,single,none,3 years,unknown/none,34,none,own,2,0,2,1,yes,skilled employee,male
5.0,48,repaid,business,15672,19.0,2 years,2,single,none,2 months,other,23,none,own,1,1,1,1,yes,skilled employee,male
97.24587458745874,36,critical,car (new),6614,90.0,14 years,4,single,none,15 years,other,34,none,own,2,0,1,1,yes,mangement self-employed,male
97.24587458745874,28,fully repaid this bank,car (used),7824,781.5703794369645,5 months,3,single,guarantor,14 years,real estate,40,bank,rent,2,0,2,1,yes,skilled employee,male
-26.0,27,critical,business,2442,12.0,7 years,4,single,none,17 years,other,43,stores,own,4,0,2,1,yes,mangement self-employed,male
97.24587458745874,15,critical,radio/tv,1829,75.0,19 years,4,single,none,11 years,other,46,none,own,2,0,1,1,yes,skilled employee,male
-6.0,12,critical,car (new),2171,5.0,2 years,4,single,none,10 years,building society savings,38,bank,own,2,0,1,0,no,unskilled resident,male
31.0,36,critical,car (used),5800,63.0,1 years,3,single,none,6 years,other,34,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,18,critical,radio/tv,1169,781.5703794369645,1 years,4,single,none,2 years,building society savings,29,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,36,delayed,car (used),8947,781.5703794369645,7 years,3,single,none,11 months,other,31,stores,own,1,0,2,1,yes,mangement self-employed,male
-46.0,21,repaid,radio/tv,2606,11.0,7 months,4,single,none,22 years,building society savings,28,none,rent,1,0,1,1,yes,mangement self-employed,female
97.24587458745874,12,critical,furniture,1592,18574.0,6 years,3,single,none,5 months,building society savings,35,none,own,1,0,1,0,no,skilled employee,female
97.24587458745874,15,repaid,furniture,2186,781.5703794369645,6 years,1,single,none,5 years,real estate,33,bank,rent,1,0,1,0,yes,unskilled resident,female
-41.0,18,repaid,furniture,4153,29.0,2 years,2,single,co-applicant,4 years,other,42,none,own,1,1,1,0,yes,skilled employee,male
-10.0,16,critical,car (new),2625,20.0,8 years,2,single,guarantor,22 years,building society savings,43,bank,rent,1,1,1,1,yes,skilled employee,male
97.24587458745874,20,critical,car (new),3485,781.5703794369645,4 months,2,divorced,none,13 years,real estate,44,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,36,critical,car (used),10477,781.5703794369645,15 years,2,single,none,7 years,unknown/none,42,none,for free,2,0,1,0,yes,skilled employee,male
97.24587458745874,15,repaid,radio/tv,1386,781.5703794369645,1 years,4,married,none,0 months,real estate,40,none,rent,1,0,1,1,yes,skilled employee,male
97.24587458745874,24,repaid,radio/tv,1278,75.0,12 years,4,single,none,2 years,real estate,36,none,own,1,0,1,1,yes,mangement self-employed,male
-4.0,12,repaid,radio/tv,1107,28.0,1 years,2,single,none,11 months,real estate,20,none,rent,1,0,2,1,yes,mangement self-employed,male
-42.0,21,repaid,car (new),3763,781.5703794369645,5 years,2,single,co-applicant,6 months,real estate,24,none,own,1,0,1,0,no,unskilled resident,male
61.0,36,repaid,education,3711,781.5703794369645,2 years,2,married,none,5 months,other,27,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,15,delayed,car (used),3594,64.0,7 months,1,single,none,8 months,building society savings,46,none,own,2,0,1,0,yes,unskilled resident,female
104.0,9,repaid,car (new),3195,781.5703794369645,1 years,1,single,none,8 months,real estate,33,none,own,1,0,1,0,yes,unskilled resident,female
97.24587458745874,36,delayed,radio/tv,4454,13.0,1 years,4,single,none,18 years,real estate,34,none,own,2,0,1,0,yes,skilled employee,female
144.0,24,critical,furniture,4736,50.0,0 months,2,single,none,23 years,other,25,bank,own,1,1,1,0,yes,unskilled resident,female
50.0,30,repaid,radio/tv,2991,781.5703794369645,8 years,2,single,none,22 years,other,25,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,11,repaid,business,2142,10664.0,13 years,1,divorced,none,7 months,real estate,28,none,own,1,0,1,1,yes,skilled employee,male
-4.0,24,fully repaid this bank,business,3161,12.0,3 years,4,single,none,8 months,building society savings,31,none,rent,1,1,1,1,yes,skilled employee,male
135.0,48,fully repaid,others,18424,74.0,2 years,1,single,none,4 months,building society savings,32,bank,own,1,1,1,1,no,mangement self-employed,female
97.24587458745874,10,repaid,car (used),2848,231.0,3 years,1,single,co-applicant,5 months,real estate,32,none,own,1,0,2,0,yes,skilled employee,male
-41.0,6,repaid,car (new),14896,92.0,18 years,1,single,none,22 years,unknown/none,68,bank,own,1,1,1,1,yes,mangement self-employed,male
-21.0,24,repaid,furniture,2359,402.0,1 years,1,divorced,none,0 months,building society savings,33,none,own,1,1,1,0,yes,skilled employee,male
-41.0,24,repaid,furniture,3345,3.0,9 years,4,single,none,10 months,building society savings,39,none,rent,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,18,critical,furniture,1817,27.0,3 years,4,single,none,4 months,unknown/none,28,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,48,delayed,radio/tv,12749,553.0,7 years,4,single,none,2 years,other,37,none,own,1,0,1,1,yes,mangement self-employed,male
-11.0,9,repaid,radio/tv,1366,45.0,4 months,3,single,none,18 years,building society savings,22,none,rent,1,1,1,0,yes,skilled employee,female
24.0,12,repaid,car (new),2002,59.0,6 years,3,single,none,16 years,building society savings,30,none,rent,1,0,2,1,yes,skilled employee,male
-6.0,24,fully repaid this bank,furniture,6872,32.0,5 months,2,divorced,none,0 months,building society savings,55,bank,own,1,1,1,1,yes,skilled employee,male
-1.0,12,fully repaid this bank,car (new),697,24.0,3 months,4,single,none,3 months,other,46,bank,own,2,1,1,1,yes,skilled employee,male
-46.0,18,critical,furniture,1049,28.0,1 months,4,single,none,17 years,building society savings,21,none,rent,1,0,1,0,yes,skilled employee,female
-3.0,48,repaid,car (used),10297,45.0,5 years,4,single,none,9 years,unknown/none,39,stores,for free,3,1,2,1,yes,skilled employee,male
97.24587458745874,30,repaid,radio/tv,1867,781.5703794369645,12 years,4,single,none,14 years,other,58,none,own,1,0,1,1,yes,skilled employee,male
-14.0,12,delayed,car (new),1344,84.0,2 years,4,single,none,9 months,real estate,43,none,own,2,0,2,0,yes,unskilled resident,male
-13.0,24,repaid,furniture,1747,83.0,2 months,4,single,co-applicant,2 years,building society savings,24,none,own,1,0,1,0,no,unskilled resident,male
61.0,9,repaid,radio/tv,1670,60.0,10 months,4,single,none,8 months,other,22,none,own,1,1,1,1,yes,skilled employee,female
97.24587458745874,9,critical,car (new),1224,17.0,1 years,3,single,none,2 years,real estate,30,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,12,critical,radio/tv,522,632.0,8 years,4,single,none,23 years,building society savings,42,none,own,2,0,2,1,yes,skilled employee,male
-49.0,12,repaid,radio/tv,1498,26.0,2 years,4,single,none,2 years,other,23,bank,own,1,0,1,0,yes,skilled employee,female
73.0,30,delayed,radio/tv,1919,353.0,4 months,4,single,none,3 years,unknown/none,30,stores,own,2,1,1,0,yes,mangement self-employed,male
778.0,9,repaid,radio/tv,745,14.0,2 years,3,single,none,9 months,real estate,28,none,own,1,1,1,0,yes,unskilled resident,female
5.0,6,repaid,radio/tv,2063,13.0,6 months,4,married,none,3 years,other,30,none,rent,1,0,1,1,yes,mangement self-employed,male
196.0,60,repaid,education,6288,46.0,2 years,4,single,none,5 years,unknown/none,42,none,for free,1,1,1,0,yes,skilled employee,male
97.24587458745874,24,critical,car (used),6842,781.5703794369645,3 years,2,single,none,17 years,building society savings,46,none,own,2,0,2,1,yes,mangement self-employed,male
97.24587458745874,12,repaid,car (new),3527,781.5703794369645,2 months,2,single,none,1 years,building society savings,45,none,own,1,0,2,1,yes,mangement self-employed,male
97.24587458745874,10,repaid,car (new),1546,31.0,2 years,3,single,none,11 months,real estate,31,none,own,1,0,2,0,no,unskilled resident,male
97.24587458745874,24,repaid,furniture,929,781.5703794369645,7 years,4,single,none,1 months,other,31,stores,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,4,critical,car (new),1455,34.0,5 years,2,single,none,2 years,real estate,42,none,own,3,0,2,0,yes,unskilled resident,male
-9.0,15,repaid,furniture,1845,17.0,7 months,4,single,guarantor,2 years,building society savings,46,none,rent,1,0,1,0,yes,skilled employee,female
151.0,48,fully repaid,car (new),8358,579.0,5 months,1,single,none,2 years,other,30,none,own,2,0,1,0,yes,skilled employee,female
-34.0,24,fully repaid this bank,furniture,3349,783.0,2 months,4,single,none,10 years,unknown/none,30,none,for free,1,1,2,1,yes,skilled employee,male
97.24587458745874,12,repaid,car (new),2859,781.5703794369645,1 years,4,single,none,24 years,unknown/none,38,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,18,repaid,furniture,1533,63.0,6 months,4,married,co-applicant,0 months,building society savings,43,none,own,1,1,2,0,yes,unskilled resident,male
97.24587458745874,24,repaid,radio/tv,3621,475.0,14 years,2,single,none,21 years,other,31,none,own,2,1,1,0,yes,skilled employee,male
130.0,18,critical,business,3590,61.0,1 years,3,married,none,3 years,other,40,none,own,3,0,2,1,yes,unemployed non-resident,male
-28.0,36,delayed,business,2145,70.0,7 years,2,single,none,0 months,other,24,none,own,2,1,1,1,yes,skilled employee,male
124.0,24,repaid,car (used),4113,595.0,0 months,3,single,none,11 years,other,28,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,36,repaid,furniture,10974,84.0,1 years,4,single,none,5 months,other,26,none,own,2,1,1,1,yes,mangement self-employed,female
-47.0,12,repaid,car (new),1893,73.0,2 years,4,single,guarantor,21 years,building society savings,29,none,own,1,0,1,1,yes,skilled employee,female
-21.0,24,critical,radio/tv,1231,1675.0,15 years,4,single,none,7 years,building society savings,57,none,rent,2,0,1,1,yes,mangement self-employed,female
713.0,30,critical,radio/tv,3656,781.5703794369645,19 years,4,single,none,15 years,building society savings,49,stores,own,2,0,1,0,yes,unskilled resident,male
177.0,9,critical,radio/tv,1154,82.0,11 years,2,single,none,19 years,real estate,37,none,own,3,0,1,0,yes,unskilled resident,male
-47.0,28,repaid,car (new),4006,89.0,1 years,3,single,none,0 months,other,45,none,own,1,1,1,0,yes,unskilled resident,male
175.0,24,repaid,furniture,3069,172.0,16 years,4,single,none,17 years,unknown/none,30,none,for free,1,0,1,0,yes,skilled employee,male
97.24587458745874,6,critical,radio/tv,1740,4.0,17 years,2,married,none,5 months,real estate,30,none,rent,2,0,1,0,yes,skilled employee,male
21.0,21,delayed,car (new),2353,56.0,2 years,1,divorced,none,22 years,building society savings,47,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,15,repaid,car (new),3556,781.5703794369645,2 years,3,single,none,0 months,unknown/none,29,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,radio/tv,2397,674.0,18 years,3,single,none,5 months,other,35,bank,own,2,1,1,1,yes,skilled employee,male
73.0,6,repaid,repairs,454,15.0,11 months,3,married,none,2 years,building society savings,22,none,own,1,0,1,0,yes,unskilled resident,male
42.0,30,repaid,radio/tv,1715,781.5703794369645,3 years,4,single,none,2 years,other,26,none,own,1,0,1,0,yes,skilled employee,female
188.0,27,critical,radio/tv,2520,691.0,1 years,4,single,none,0 months,building society savings,23,none,own,2,1,1,0,yes,unskilled resident,male
97.24587458745874,15,repaid,radio/tv,3568,25.0,7 years,4,single,none,10 months,other,54,bank,rent,1,0,1,1,yes,mangement self-employed,female
97.24587458745874,42,repaid,radio/tv,7166,781.5703794369645,6 years,2,married,none,7 years,building society savings,29,none,rent,1,0,1,1,yes,skilled employee,male
-28.0,11,critical,car (new),3939,56.0,3 years,1,single,none,1 months,real estate,40,none,own,2,0,2,0,yes,unskilled resident,male
112.0,15,repaid,repairs,1514,421.0,3 years,4,single,guarantor,2 months,real estate,22,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),7393,98.0,2 years,1,single,none,24 years,building society savings,43,none,own,1,0,2,0,yes,unskilled resident,male
-49.0,24,fully repaid this bank,car (new),1193,19.0,1 years,1,single,co-applicant,21 years,unknown/none,29,none,rent,2,1,1,0,yes,unemployed non-resident,female
-44.0,60,repaid,business,7297,23.0,10 years,4,single,co-applicant,8 years,unknown/none,36,none,rent,1,1,1,0,yes,skilled employee,male
97.24587458745874,30,critical,radio/tv,2831,47.0,3 years,4,single,none,3 months,other,33,none,own,1,0,1,1,yes,skilled employee,female
661.0,24,repaid,radio/tv,1258,572.0,3 years,3,single,none,4 years,other,57,none,own,1,0,1,0,yes,unskilled resident,female
121.0,6,repaid,radio/tv,753,89.0,3 years,2,single,guarantor,3 years,real estate,64,none,own,1,0,1,0,yes,skilled employee,female
161.0,18,delayed,business,2427,781.5703794369645,10 years,4,single,none,6 months,building society savings,42,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,delayed,car (new),2538,42.0,13 years,4,single,none,18 years,other,47,none,own,2,1,2,0,yes,unskilled resident,male
118.0,15,fully repaid this bank,car (new),1264,208.0,3 years,2,married,none,1 months,building society savings,25,none,rent,1,1,1,0,yes,skilled employee,male
185.0,30,critical,furniture,8386,84.0,5 years,2,single,none,3 months,building society savings,49,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,48,repaid,business,4844,14.0,1 years,3,single,none,6 months,other,33,bank,rent,1,1,1,1,yes,mangement self-employed,male
431.0,21,repaid,car (new),2923,239.0,2 years,1,single,none,2 years,other,28,bank,own,1,0,1,1,yes,mangement self-employed,female
-33.0,36,repaid,car (used),8229,85.0,2 years,2,single,none,8 months,building society savings,26,none,own,1,1,2,0,yes,skilled employee,male
97.24587458745874,24,critical,furniture,2028,5.0,4 years,2,single,none,6 months,building society savings,30,none,own,2,0,1,0,yes,unskilled resident,male
-44.0,15,critical,furniture,1433,91.0,1 years,4,single,none,1 years,building society savings,25,none,rent,2,0,1,0,yes,skilled employee,female
739.0,42,fully repaid,business,6289,42.0,9 months,2,divorced,none,2 years,building society savings,33,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,13,repaid,radio/tv,1409,447.0,1 years,2,single,none,20 years,real estate,64,none,own,1,0,1,0,yes,skilled employee,female
-12.0,24,repaid,car (used),6579,21.0,1 years,4,single,none,10 months,unknown/none,29,none,for free,1,0,1,1,yes,mangement self-employed,male
97.0,24,critical,radio/tv,1743,40.0,13 years,4,single,none,4 months,building society savings,48,none,own,2,0,1,0,yes,unskilled resident,male
97.24587458745874,12,critical,education,3565,781.5703794369645,5 months,2,single,none,2 years,building society savings,37,none,own,2,0,2,0,yes,unskilled resident,male
97.24587458745874,15,fully repaid this bank,radio/tv,1569,455.0,9 years,4,single,none,22 years,other,34,bank,own,1,0,2,0,yes,unskilled resident,male
-37.0,18,repaid,radio/tv,1936,781.5703794369645,6 years,2,married,none,21 years,other,23,none,rent,2,0,1,0,yes,unskilled resident,male
-18.0,36,repaid,furniture,3959,75.0,1 years,4,single,none,3 years,building society savings,30,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,12,repaid,car (new),2390,781.5703794369645,17 years,4,single,none,1 years,other,50,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,12,repaid,furniture,1736,48.0,4 years,3,single,none,20 years,real estate,31,none,own,1,0,1,0,yes,unskilled resident,female
-30.0,30,repaid,car (used),3857,20.0,3 years,4,divorced,none,5 years,building society savings,40,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,12,repaid,radio/tv,804,44.0,13 years,4,single,none,16 years,other,38,none,own,1,0,1,0,yes,skilled employee,male
-18.0,45,repaid,radio/tv,1845,31.0,2 years,4,single,none,8 years,unknown/none,23,none,for free,1,1,1,1,yes,skilled employee,male
194.0,45,critical,car (used),4576,128.0,1 years,3,single,none,21 years,other,27,none,own,1,0,1,0,yes,skilled employee,male
